comment_message,created_time_comment,love_comment,like_comment,angry_comment,sad_comment,haha_comment,wow_comment,label_disagreement,label_antagonism,score_0_disagreement,score_1_disagreement,score_0_antagonism,score_1_antagonism,disagreement,antagonism,post_message,status_type,attachment_title,attachment_description,created_time_post,comment_count,love_post,like_post,angry_post,sad_post,haha_post,wow_post,shares,page_name,category,page_like_count,website,location_json,id_comment,id_post,id_page
Tal cual... ✊🧡 ¡Pa'lánte!,14-05-22 2:44,0,0,0,0,0,0,not disagreement,,0.443762332,0.556237638,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=957810131568376,233529716661745_578244843660506,2.34E+14
"Y he sido un liberal que se convenció que intentar hacer una renovación política no debe causar miedo, este país está a punto de explotar por los malos gobiernos y sus vínculos con la muerte, la corrupción, el narcotráfico y los abusos a las leyes y a la Constitución, bendiciones",14-05-22 2:44,0,1,0,0,0,0,disagreement,not antagonism,0.847891033,0.152108938,0.078767896,0.921232104,0,1,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578249650326692&reply_comment_id=332025542407897,233529716661745_578244843660506,2.34E+14
Señor gobernador la justicia ⚖  en nuestro país es coja pero llega.,14-05-22 2:45,0,0,0,0,0,0,disagreement,not antagonism,0.699392676,0.300607324,0.144182265,0.855817735,0,1,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=314449167512835,233529716661745_578244843660506,2.34E+14
Grande Noticia doctor Caicedo. Me siento alegre por eso.,14-05-22 2:46,0,0,0,0,0,0,not disagreement,,0.009470771,0.990529239,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=1494118264351536,233529716661745_578244843660506,2.34E+14
Un sobreviviente de la atroz acción criminal de los paracos y los políticos malos...,14-05-22 2:51,0,0,0,0,0,0,disagreement,antagonism,0.981200039,0.018799927,0.979195237,0.0208048,0,0,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=736585434144171,233529716661745_578244843660506,2.34E+14
🎁,14-05-22 2:52,0,0,0,0,0,0,not disagreement,,0.130880192,0.869119823,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=734509227573379,233529716661745_578244843660506,2.34E+14
"Gloria a Dios! La señora Dora grita de felicidad en el cielo… se hizo justicia y su hijo en el que siempre creyó y por qué cada día oró,  hoy queda demostrada su inocencia! Una vez más! Un abrazo lleno de alegría!",14-05-22 2:54,0,5,0,0,1,0,not disagreement,,0.002511603,0.997488379,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=1072394516690104,233529716661745_578244843660506,2.34E+14
Así o más clarito.,14-05-22 2:55,0,0,0,0,0,0,disagreement,not antagonism,0.575795889,0.424204081,0.184141397,0.815858662,0,1,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=2848034852159032,233529716661745_578244843660506,2.34E+14
"Bendiciones Dr. Caicedo Dios lo siga bendiciendo cada día y lo guarde por siempre!!
Siempre estuve segura de que todo eran montage para enlodar su buen nombre .
Gracias a Dios que todo sale a luz!!!!
Seguiré apoyando al Dr. Caicedo hasta donde Dios me lo permita.
Adelante Dr. Caicedo como usted son pocos.
Para usted llegarán muchas cosas buenas!
Bendiciones.
"" PETRO PRESIDENTE !!!!",14-05-22 2:58,0,7,0,0,1,0,not disagreement,,0.086079255,0.91392076,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578265390325118,233529716661745_578244843660506,2.34E+14
"Entre cielo y tierra nada queda oculto, y la verdad prevalece,  me alegro mucho por tan buena noticia, que Dios lo siga bendiciendo señor gobernador del Magdalena.",14-05-22 3:00,0,3,0,0,0,0,not disagreement,,0.017155085,0.982844949,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=744006260106568,233529716661745_578244843660506,2.34E+14
"La justicia llega en un momento justo dr Carlos Caicedo,lo que viene es seguir trabajando para nuestro departamento la ciudad de santa Marta vamos palante Dr",14-05-22 3:01,0,0,0,0,0,0,not disagreement,,0.022483248,0.97751677,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=416800253281359,233529716661745_578244843660506,2.34E+14
Dios lo siga bendiciendo Doctor Carlos Caicedo,14-05-22 3:01,0,0,0,0,0,0,not disagreement,,0.003750048,0.996249974,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=736427144182428,233529716661745_578244843660506,2.34E+14
https://twitter.com/julianquintanat/status/1525287483981840389?s=24&t=cSA9YlnDaHe0LunKGZplBQ,14-05-22 3:03,0,1,0,0,0,0,not disagreement,,0.056231488,0.943768501,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=587544656035640,233529716661745_578244843660506,2.34E+14
"Si escribe, dedíquese a cumplir lo q prometió. .....",14-05-22 3:06,0,4,0,0,1,0,disagreement,not antagonism,0.569724619,0.430275381,0.038109083,0.961890876,0,1,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=2494210924053865,233529716661745_578244843660506,2.34E+14
"Dios lo bendiga, la lucha que ha dado no han sido fáciles pero la Justicia sigue dándole la razón para delante señor gobernador que este es un aliciente que nos llena de orgullo",14-05-22 3:07,0,4,0,0,0,0,not disagreement,,0.005110397,0.994889617,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=678759389876336,233529716661745_578244843660506,2.34E+14
"El mejor gobernador de Colombia... Todas las calumnias que inventan siempre son desmentidas, como dice el dicho, al palo que mas frutos da, mas piedras les tiran. Siga con su gestión Sr Gobernador que nadie lo pare. 💪",14-05-22 3:08,0,4,0,0,0,0,disagreement,antagonism,0.628811121,0.371188939,0.652786911,0.34721306,0,0,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578270810324576,233529716661745_578244843660506,2.34E+14
"Estaba claro su inocencia Dr. Caicedo, siempre creeremos en usted",14-05-22 3:09,0,1,0,0,1,0,not disagreement,,0.028801879,0.971198082,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=1286209125239565,233529716661745_578244843660506,2.34E+14
La justicia Divina nunca falla siga siempre con la mano de Díos nuestro gobernador caicedo,14-05-22 3:10,0,0,0,0,0,0,not disagreement,,0.004806264,0.99519366,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578271413657849,233529716661745_578244843660506,2.34E+14
Payaso 🤡 ahorita sale noticia de tú  culpabilidad para que esas almas descansen en paz.,14-05-22 3:14,0,0,0,0,0,0,disagreement,antagonism,0.725006998,0.274992943,0.524620652,0.475379348,0,0,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578273376990986,233529716661745_578244843660506,2.34E+14
Gracias a Dios se hizo justicia el tiempo lo dice todo,14-05-22 3:18,0,0,0,0,0,0,not disagreement,,0.012380951,0.987619042,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578274703657520,233529716661745_578244843660506,2.34E+14
Bendito sea padres amado gracias excelente noticia mi gobernador Carlos Caicedo   🙏🙏,14-05-22 3:22,0,5,0,0,0,0,not disagreement,,0.000751985,0.999247968,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578276180324039,233529716661745_578244843660506,2.34E+14
"Sigan creyendo, caicedo tu caso dice Clarito lo tiene la corte suprema  aquí en vas a engañar  todavía está el juicio pendiente",14-05-22 3:24,0,1,0,0,0,0,disagreement,antagonism,0.879393101,0.120606862,0.672760844,0.327239126,0,0,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=2276429809180597,233529716661745_578244843660506,2.34E+14
Dios siga bendiciéndole Dr Caicedo,14-05-22 2:17,0,1,0,0,0,0,not disagreement,,0.020570666,0.979429364,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=974214993290874,233529716661745_578244843660506,2.34E+14
PETRO PRESIDENTE EN PRIMERA VUELTA,14-05-22 2:18,1,10,0,0,0,0,not disagreement,,0.247292265,0.75270766,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=427759645836963,233529716661745_578244843660506,2.34E+14
"Todos aquellos qué hablan de equidad, de oportunidades, de educación universitaria y de activar el campo, se convierte en objetivo militar del narco estado.
Gracias por lo que haces con los niños, y la juventud eso es generar riqueza.",14-05-22 2:19,0,30,0,0,6,0,disagreement,not antagonism,0.647439599,0.352560401,0.436472654,0.563527346,0,1,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=3252296408339438,233529716661745_578244843660506,2.34E+14
FICO presidente,14-05-22 2:19,0,0,0,0,0,0,not disagreement,,0.326689899,0.673310161,,,1,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578246836993640,233529716661745_578244843660506,2.34E+14
"Q sigan llorando los anti Caicedistas
Caicedo inocente 
Y Petro Presidente 🇨🇴🇨🇴🇨🇴",14-05-22 2:20,0,24,0,0,5,0,disagreement,antagonism,0.886609137,0.113390915,0.790255964,0.209744096,0,0,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",added_photos,,"Después de 20 años de calumnias y montajes de clanes políticos para doblegarnos. La Fiscalía, reconoce como determinadores en caso Universidad del Magdalena a agentes del Estado y paramilitares, que también pretendían asesinarme.

🔽🔽🔽
🔗https://t.co/agXkddjnXp",14-05-22 2:15,130,65,2643,18,14,28,17,914,Carlos Eduardo Caicedo Omar,Offentlig funksjonær,133853,http://www.nuestravozporelcambio.co,"{""city"": ""Santa Marta"", ""country"": ""Colombia""}",https://www.facebook.com/610708557080801/posts/578244843660506?comment_id=578247136993610,233529716661745_578244843660506,2.34E+14
